ticker,cik,filing_date,link,long_term_outlook
CAT,18230,15-03-2001,https://www.sec.gov/Archives/edgar/data/18230/000001823001500017/0000018230-01-500017.txt,1
TMK,320335,24-03-2003,https://www.sec.gov/Archives/edgar/data/320335/000093176303000621/0000931763-03-000621.txt,1
MRK,310158,27-02-2014,https://www.sec.gov/Archives/edgar/data/310158/000031015814000009/0000310158-14-000009.txt,1
ADSK,769397,27-04-2001,https://www.sec.gov/Archives/edgar/data/769397/000101287001500493/0001012870-01-500493.txt,1
APC,773910,12-03-1997,https://www.sec.gov/Archives/edgar/data/773910/0000950129-97-001007.txt,0
DAL,27904,10-02-2012,https://www.sec.gov/Archives/edgar/data/27904/000144530512000272/0001445305-12-000272.txt,1
UNP,100885,21-03-2001,https://www.sec.gov/Archives/edgar/data/100885/000095013401002416/0000950134-01-002416.txt,1
ETR,65984,28-02-2012,https://www.sec.gov/Archives/edgar/data/65984/000006598412000067/0000065984-12-000067.txt,0
PEP,77476,15-02-2017,https://www.sec.gov/Archives/edgar/data/77476/000007747617000010/0000077476-17-000010.txt,1
CMS,811156,14-03-1996,https://www.sec.gov/Archives/edgar/data/811156/0000201533-96-000043.txt,1
WFC,72971,10-03-2005,https://www.sec.gov/Archives/edgar/data/72971/000095013405004623/0000950134-05-004623.txt,1
EXPD,746515,27-02-2014,https://www.sec.gov/Archives/edgar/data/746515/000074651514000004/0000746515-14-000004.txt,1
SBUX,829224,18-11-2013,https://www.sec.gov/Archives/edgar/data/829224/000082922413000044/0000829224-13-000044.txt,1
EXPD,746515,29-02-2008,https://www.sec.gov/Archives/edgar/data/746515/000110465908013877/0001104659-08-013877.txt,0
EMR,32604,20-12-1999,https://www.sec.gov/Archives/edgar/data/32604/0000032604-99-000014.txt,0
SRE,1032208,29-03-2000,https://www.sec.gov/Archives/edgar/data/1032208/0000086521-00-000007.txt,1
ATI,1018963,26-02-2015,https://www.sec.gov/Archives/edgar/data/1018963/000101896315000005/0001018963-15-000005.txt,0
PCG,1004980,19-02-2004,https://www.sec.gov/Archives/edgar/data/1004980/000095014904000430/0000950149-04-000430.txt,1
TAP,24545,27-03-1995,https://www.sec.gov/Archives/edgar/data/24545/0000024545-95-000003.txt,1
AN,350698,11-02-2016,https://www.sec.gov/Archives/edgar/data/350698/000035069816000276/0000350698-16-000276.txt,0
MCO,1059556,21-03-2003,https://www.sec.gov/Archives/edgar/data/1059556/000095012303003112/0000950123-03-003112.txt,1
BMS,11199,11-03-2005,https://www.sec.gov/Archives/edgar/data/11199/000110465905010653/0001104659-05-010653.txt,0
PFG,1126328,15-02-2012,https://www.sec.gov/Archives/edgar/data/1126328/000104746912001065/0001047469-12-001065.txt,1
MAS,62996,25-03-1994,https://www.sec.gov/Archives/edgar/data/62996/0000950124-94-000563.txt,0
AIZ,1267238,25-02-2010,https://www.sec.gov/Archives/edgar/data/1267238/000119312510040943/0001193125-10-040943.txt,1
GME,1326380,30-03-2015,https://www.sec.gov/Archives/edgar/data/1326380/000132638015000078/0001326380-15-000078.txt,0
CL,21665,12-03-2004,https://www.sec.gov/Archives/edgar/data/21665/000119312504040431/0001193125-04-040431.txt,1
WAT,1000697,25-02-2011,https://www.sec.gov/Archives/edgar/data/1000697/000095012311018381/0000950123-11-018381.txt,0
QCOM,804328,05-11-2014,https://www.sec.gov/Archives/edgar/data/804328/000123445214000320/0001234452-14-000320.txt,1
ADP,8670,16-09-2002,https://www.sec.gov/Archives/edgar/data/8670/000000867002000008/0000008670-02-000008.txt,0
M,794367,29-03-2017,https://www.sec.gov/Archives/edgar/data/794367/000079436717000041/0000794367-17-000041.txt,0
VTR,740260,26-03-2002,https://www.sec.gov/Archives/edgar/data/740260/000093066102000854/0000930661-02-000854.txt,1
A,1090872,21-12-2009,https://www.sec.gov/Archives/edgar/data/1090872/000104746909010861/0001047469-09-010861.txt,1
MYL,69499,22-06-1995,https://www.sec.gov/Archives/edgar/data/69499/0000069499-95-000041.txt,1
EFX,33185,22-02-2017,https://www.sec.gov/Archives/edgar/data/33185/000003318517000008/0000033185-17-000008.txt,1
PEP,77476,24-03-1998,https://www.sec.gov/Archives/edgar/data/77476/0000077476-98-000014.txt,1
NE,1458891,25-02-2016,https://www.sec.gov/Archives/edgar/data/1458891/000156459016013321/0001564590-16-013321.txt,0
YUM,1041061,20-02-2013,https://www.sec.gov/Archives/edgar/data/1041061/000104106113000007/0001041061-13-000007.txt,1
LUK,96223,27-02-2009,https://www.sec.gov/Archives/edgar/data/96223/000009622309000010/0000096223-09-000010.txt,1
WY,106535,22-02-2006,https://www.sec.gov/Archives/edgar/data/106535/000119312506036731/0001193125-06-036731.txt,1
MRO,101778,09-03-2004,https://www.sec.gov/Archives/edgar/data/101778/000119312504036535/0001193125-04-036535.txt,1
SHW,89800,15-03-1994,https://www.sec.gov/Archives/edgar/data/89800/0000950152-94-000268.txt,0
UNP,100885,07-02-2014,https://www.sec.gov/Archives/edgar/data/100885/000119312514040752/0001193125-14-040752.txt,1
MDT,1613103,27-06-2017,https://www.sec.gov/Archives/edgar/data/1613103/000161310317000018/0001613103-17-000018.txt,1
WU,1365135,26-02-2010,https://www.sec.gov/Archives/edgar/data/1365135/000095012310018216/0000950123-10-018216.txt,0
AMT,1053507,12-03-2004,https://www.sec.gov/Archives/edgar/data/1053507/000119312504040332/0001193125-04-040332.txt,1
MSFT,789019,06-09-2002,https://www.sec.gov/Archives/edgar/data/789019/000103221002001351/0001032210-02-001351.txt,0
FSLR,1274494,25-02-2015,https://www.sec.gov/Archives/edgar/data/1274494/000127449415000006/0001274494-15-000006.txt,1
SIAL,90185,14-03-2006,https://www.sec.gov/Archives/edgar/data/90185/000119312506053737/0001193125-06-053737.txt,1
DAL,27904,15-02-2008,https://www.sec.gov/Archives/edgar/data/27904/000119312508032611/0001193125-08-032611.txt,0
LLY,59478,19-02-2014,https://www.sec.gov/Archives/edgar/data/59478/000005947814000078/0000059478-14-000078.txt,1
XRX,108772,27-03-2000,https://www.sec.gov/Archives/edgar/data/108772/0000108772-00-000012.txt,0
SBUX,829224,20-12-2001,https://www.sec.gov/Archives/edgar/data/829224/000089102001500442/0000891020-01-500442.txt,0
BAC,70858,30-03-1994,https://www.sec.gov/Archives/edgar/data/70858/0000950168-94-000099.txt,0
DAL,27904,16-02-2011,https://www.sec.gov/Archives/edgar/data/27904/000095012311014364/0000950123-11-014364.txt,0
HRB,12659,29-07-2005,https://www.sec.gov/Archives/edgar/data/12659/000095013705009321/0000950137-05-009321.txt,1
QCOM,804328,03-11-2010,https://www.sec.gov/Archives/edgar/data/804328/000095012310100207/0000950123-10-100207.txt,1
ADM,7084,19-02-2016,https://www.sec.gov/Archives/edgar/data/7084/000000708416000046/0000007084-16-000046.txt,1
YUM,1041061,05-03-2004,https://www.sec.gov/Archives/edgar/data/1041061/000104106104000122/0001041061-04-000122.txt,1
KIM,879101,26-02-2014,https://www.sec.gov/Archives/edgar/data/879101/000139843214000081/0001398432-14-000081.txt,1
WU,1365135,22-02-2017,https://www.sec.gov/Archives/edgar/data/1365135/000136513517000008/0001365135-17-000008.txt,0
JEC,52988,22-11-2013,https://www.sec.gov/Archives/edgar/data/52988/000005298813000140/0000052988-13-000140.txt,1
CERN,804753,16-02-2011,https://www.sec.gov/Archives/edgar/data/804753/000095012311014774/0000950123-11-014774.txt,1
PX,884905,15-03-2000,https://www.sec.gov/Archives/edgar/data/884905/0000950159-00-000090.txt,0
OI,812074,02-04-2001,https://www.sec.gov/Archives/edgar/data/812074/000091205701506253/0000912057-01-506253.txt,1
OI,812074,10-02-2017,https://www.sec.gov/Archives/edgar/data/812074/000155837017000499/0001558370-17-000499.txt,1
FRT,34903,11-02-2014,https://www.sec.gov/Archives/edgar/data/34903/000003490314000009/0000034903-14-000009.txt,1
FISV,798354,24-02-2011,https://www.sec.gov/Archives/edgar/data/798354/000119312511045000/0001193125-11-045000.txt,1
CERN,804753,03-04-1998,https://www.sec.gov/Archives/edgar/data/804753/0000804753-98-000002.txt,1
CI,701221,29-03-1995,https://www.sec.gov/Archives/edgar/data/701221/0000893220-95-000188.txt,1
ACE,896159,24-12-1997,https://www.sec.gov/Archives/edgar/data/896159/0000950131-97-007441.txt,1
GPS,39911,02-04-2007,https://www.sec.gov/Archives/edgar/data/39911/000119312507070941/0001193125-07-070941.txt,1
HON,773840,02-03-1995,https://www.sec.gov/Archives/edgar/data/773840/0000950117-95-000038.txt,1
VFC,103379,26-03-1997,https://www.sec.gov/Archives/edgar/data/103379/0000893220-97-000612.txt,1
JPM,19617,09-03-2006,https://www.sec.gov/Archives/edgar/data/19617/000095012306002875/0000950123-06-002875.txt,1
KIM,879101,27-02-2012,https://www.sec.gov/Archives/edgar/data/879101/000139843212000184/0001398432-12-000184.txt,1
WMB,107263,25-02-2009,https://www.sec.gov/Archives/edgar/data/107263/000095013409003632/0000950134-09-003632.txt,1
GME,1326380,30-03-2010,https://www.sec.gov/Archives/edgar/data/1326380/000095012310030164/0000950123-10-030164.txt,1
JEC,52988,08-12-2006,https://www.sec.gov/Archives/edgar/data/52988/000119312506248847/0001193125-06-248847.txt,1
OI,812074,30-03-1998,https://www.sec.gov/Archives/edgar/data/812074/0000812074-98-000005.txt,0
PFG,1126328,17-02-2010,https://www.sec.gov/Archives/edgar/data/1126328/000104746910000948/0001047469-10-000948.txt,1
GE,40545,26-02-2016,https://www.sec.gov/Archives/edgar/data/40545/000004054516000145/0000040545-16-000145.txt,1
SYK,310764,02-03-2005,https://www.sec.gov/Archives/edgar/data/310764/000031076405000008/0000310764-05-000008.txt,0
APC,773910,15-03-2001,https://www.sec.gov/Archives/edgar/data/773910/000095012901001462/0000950129-01-001462.txt,0
WMT,104169,09-04-2004,https://www.sec.gov/Archives/edgar/data/104169/000119312504059900/0001193125-04-059900.txt,1
GPC,40987,27-02-2012,https://www.sec.gov/Archives/edgar/data/40987/000119312512079802/0001193125-12-079802.txt,1
M,794367,01-04-2015,https://www.sec.gov/Archives/edgar/data/794367/000079436715000073/0000794367-15-000073.txt,0
CERN,804753,02-04-1999,https://www.sec.gov/Archives/edgar/data/804753/0000804753-99-000056.txt,0
EXC,1109357,13-02-2017,https://www.sec.gov/Archives/edgar/data/1109357/000119312517039639/0001193125-17-039639.txt,1
DOW,29915,14-02-2014,https://www.sec.gov/Archives/edgar/data/29915/000002991514000011/0000029915-14-000011.txt,1
NWL,814453,03-03-2014,https://www.sec.gov/Archives/edgar/data/814453/000081445314000038/0000814453-14-000038.txt,1
ARG,804212,23-06-2003,https://www.sec.gov/Archives/edgar/data/804212/000089322003001123/0000893220-03-001123.txt,1
UTX,101829,05-02-2015,https://www.sec.gov/Archives/edgar/data/101829/000010182915000005/0000101829-15-000005.txt,0
LB,701985,20-03-2015,https://www.sec.gov/Archives/edgar/data/701985/000070198515000006/0000701985-15-000006.txt,1
PNR,77360,23-02-2010,https://www.sec.gov/Archives/edgar/data/77360/000095012310015693/0000950123-10-015693.txt,1
SRE,1032208,19-03-2002,https://www.sec.gov/Archives/edgar/data/1032208/000008652102000006/0000086521-02-000006.txt,1
MRO,101778,12-03-2001,https://www.sec.gov/Archives/edgar/data/101778/000095013201000164/0000950132-01-000164.txt,1
AEE,1002910,31-03-2003,https://www.sec.gov/Archives/edgar/data/1002910/000100291003000226/0001002910-03-000226.txt,1
INTC,50863,22-02-2010,https://www.sec.gov/Archives/edgar/data/50863/000095012310015237/0000950123-10-015237.txt,1
R,85961,13-03-2000,https://www.sec.gov/Archives/edgar/data/85961/0000950170-00-000371.txt,0
MAS,62996,22-02-2008,https://www.sec.gov/Archives/edgar/data/62996/000095012408000792/0000950124-08-000792.txt,0
WHR,106640,19-02-2009,https://www.sec.gov/Archives/edgar/data/106640/000119312509032852/0001193125-09-032852.txt,1
WY,106535,28-02-2008,https://www.sec.gov/Archives/edgar/data/106535/000119312508042058/0001193125-08-042058.txt,0
LUK,96223,12-03-2004,https://www.sec.gov/Archives/edgar/data/96223/000009622304000019/0000096223-04-000019.txt,1
UNP,100885,06-02-2009,https://www.sec.gov/Archives/edgar/data/100885/000119312509021370/0001193125-09-021370.txt,1
MON,1110783,29-10-2014,https://www.sec.gov/Archives/edgar/data/1110783/000111078314000215/0001110783-14-000215.txt,1
INTC,50863,28-03-1995,https://www.sec.gov/Archives/edgar/data/50863/0000050863-95-000004.txt,1
KR,56873,27-04-2000,https://www.sec.gov/Archives/edgar/data/56873/0000950152-00-003212.txt,1
VTR,740260,16-04-2001,https://www.sec.gov/Archives/edgar/data/740260/000095013001500708/0000950130-01-500708.txt,1
RSG,1060391,29-01-1999,https://www.sec.gov/Archives/edgar/data/1060391/0000950144-99-000670.txt,0
TMK,320335,26-02-2010,https://www.sec.gov/Archives/edgar/data/320335/000119312510042810/0001193125-10-042810.txt,1
SHW,89800,11-03-1998,https://www.sec.gov/Archives/edgar/data/89800/0000950152-98-001897.txt,1
PFE,78003,28-02-2014,https://www.sec.gov/Archives/edgar/data/78003/000007800314000018/0000078003-14-000018.txt,1
WM,823768,31-03-1998,https://www.sec.gov/Archives/edgar/data/823768/0000950129-98-001354.txt,1
SHW,89800,10-03-1999,https://www.sec.gov/Archives/edgar/data/89800/0000950152-99-001793.txt,0
WAT,1000697,12-03-2004,https://www.sec.gov/Archives/edgar/data/1000697/000095013504001254/0000950135-04-001254.txt,1
TMK,320335,26-03-2001,https://www.sec.gov/Archives/edgar/data/320335/000093176301000503/0000931763-01-000503.txt,1
JNJ,200406,27-02-2017,https://www.sec.gov/Archives/edgar/data/200406/000020040617000006/0000200406-17-000006.txt,1
ROP,882835,27-01-2000,https://www.sec.gov/Archives/edgar/data/882835/0000931763-00-000160.txt,0
PG,80424,28-08-2007,https://www.sec.gov/Archives/edgar/data/80424/000095015207007152/0000950152-07-007152.txt,1
ADP,8670,21-09-1995,https://www.sec.gov/Archives/edgar/data/8670/0000912057-95-007958.txt,1
JWN,72333,18-03-2013,https://www.sec.gov/Archives/edgar/data/72333/000007233313000039/0000072333-13-000039.txt,1
PCAR,75362,29-02-2012,https://www.sec.gov/Archives/edgar/data/75362/000119312512086978/0001193125-12-086978.txt,1
BA,12927,13-03-1996,https://www.sec.gov/Archives/edgar/data/12927/0000012927-96-000003.txt,1
TAP,24545,29-03-2002,https://www.sec.gov/Archives/edgar/data/24545/000002454502000003/0000024545-02-000003.txt,1
LUK,96223,19-02-2016,https://www.sec.gov/Archives/edgar/data/96223/000009622316000049/0000096223-16-000049.txt,1
FISV,798354,28-02-2007,https://www.sec.gov/Archives/edgar/data/798354/000119312507042737/0001193125-07-042737.txt,1
BIIB,875045,02-04-2001,https://www.sec.gov/Archives/edgar/data/875045/000091205701506405/0000912057-01-506405.txt,1
DFS,1393612,24-02-2016,https://www.sec.gov/Archives/edgar/data/1393612/000139361216000059/0001393612-16-000059.txt,1
ADP,8670,28-08-2009,https://www.sec.gov/Archives/edgar/data/8670/000120677409001642/0001206774-09-001642.txt,1
FISV,798354,22-02-2013,https://www.sec.gov/Archives/edgar/data/798354/000119312513071589/0001193125-13-071589.txt,1
MO,764180,27-03-2003,https://www.sec.gov/Archives/edgar/data/764180/000095011703001167/0000950117-03-001167.txt,1
MAC,912242,24-02-2012,https://www.sec.gov/Archives/edgar/data/912242/000104746912001454/0001047469-12-001454.txt,1
EXC,1109357,02-04-2001,https://www.sec.gov/Archives/edgar/data/1109357/000095015901000191/0000950159-01-000191.txt,0
NWL,814453,29-02-2016,https://www.sec.gov/Archives/edgar/data/814453/000081445316000176/0000814453-16-000176.txt,1
XOM,34088,27-02-2009,https://www.sec.gov/Archives/edgar/data/34088/000119312509040966/0001193125-09-040966.txt,0
ACE,896159,20-12-1996,https://www.sec.gov/Archives/edgar/data/896159/0000950131-96-006415.txt,1
PGR,80661,28-02-2012,https://www.sec.gov/Archives/edgar/data/80661/000119312512083846/0001193125-12-083846.txt,1
ACE,896159,24-02-2012,https://www.sec.gov/Archives/edgar/data/896159/000119312512078111/0001193125-12-078111.txt,1
CI,701221,27-02-2004,https://www.sec.gov/Archives/edgar/data/701221/000095015904000243/0000950159-04-000243.txt,1
PEP,77476,22-02-2010,https://www.sec.gov/Archives/edgar/data/77476/000119312510036385/0001193125-10-036385.txt,1
CELG,816284,15-03-2006,https://www.sec.gov/Archives/edgar/data/816284/000093041306002083/0000930413-06-002083.txt,1
PEP,77476,24-03-1999,https://www.sec.gov/Archives/edgar/data/77476/0000077476-99-000013.txt,0
IP,51434,10-03-2005,https://www.sec.gov/Archives/edgar/data/51434/000095011705000925/0000950117-05-000925.txt,0
FSLR,1274494,22-02-2010,https://www.sec.gov/Archives/edgar/data/1274494/000127449410000007/0001274494-10-000007.txt,0
GD,40533,24-03-2003,https://www.sec.gov/Archives/edgar/data/40533/000095013303000882/0000950133-03-000882.txt,1
APH,820313,23-02-2010,https://www.sec.gov/Archives/edgar/data/820313/000110465910008799/0001104659-10-008799.txt,1
MCO,1059556,16-02-1999,https://www.sec.gov/Archives/edgar/data/1059556/0000950123-99-001236.txt,0
CI,701221,23-02-2017,https://www.sec.gov/Archives/edgar/data/701221/000104746917000899/0001047469-17-000899.txt,1
JEC,52988,24-11-2015,https://www.sec.gov/Archives/edgar/data/52988/000005298815000155/0000052988-15-000155.txt,0
IP,51434,28-03-1997,https://www.sec.gov/Archives/edgar/data/51434/0000912057-97-010800.txt,1
MO,764180,27-02-2009,https://www.sec.gov/Archives/edgar/data/764180/000119312509041005/0001193125-09-041005.txt,1
LUK,96223,14-03-2005,https://www.sec.gov/Archives/edgar/data/96223/000090951805000159/0000909518-05-000159.txt,1
MYL,69499,19-06-1998,https://www.sec.gov/Archives/edgar/data/69499/0000069499-98-000014.txt,1
KO,21344,23-02-2012,https://www.sec.gov/Archives/edgar/data/21344/000002134412000007/0000021344-12-000007.txt,1
ETR,65984,16-03-2001,https://www.sec.gov/Archives/edgar/data/65984/000006598401000070/0000065984-01-000070.txt,0
NE,1458891,25-02-2013,https://www.sec.gov/Archives/edgar/data/1458891/000119312513074360/0001193125-13-074360.txt,1
VTR,740260,18-02-2011,https://www.sec.gov/Archives/edgar/data/740260/000095012311015746/0000950123-11-015746.txt,1
CHK,895126,15-03-2004,https://www.sec.gov/Archives/edgar/data/895126/000119312504042443/0001193125-04-042443.txt,1
VNO,899689,26-02-2008,https://www.sec.gov/Archives/edgar/data/899689/000089968908000003/0000899689-08-000003.txt,0
BIIB,875045,10-03-2004,https://www.sec.gov/Archives/edgar/data/875045/000095013504001180/0000950135-04-001180.txt,1
AMT,1053507,28-02-2007,https://www.sec.gov/Archives/edgar/data/1053507/000119312507042779/0001193125-07-042779.txt,1
XRAY,818479,29-03-2002,https://www.sec.gov/Archives/edgar/data/818479/000081847902000002/0000818479-02-000002.txt,1
TAP,24545,12-03-2004,https://www.sec.gov/Archives/edgar/data/24545/000110465904007268/0001104659-04-007268.txt,1
MHK,851968,02-03-2009,https://www.sec.gov/Archives/edgar/data/851968/000119312509042512/0001193125-09-042512.txt,1
LUK,96223,27-02-2015,https://www.sec.gov/Archives/edgar/data/96223/000009622315000006/0000096223-15-000006.txt,0
WAT,1000697,29-02-2008,https://www.sec.gov/Archives/edgar/data/1000697/000095013508001339/0000950135-08-001339.txt,0
GMCR,909954,19-11-2014,https://www.sec.gov/Archives/edgar/data/909954/000104746914009384/0001047469-14-009384.txt,1
ADSK,769397,31-03-2005,https://www.sec.gov/Archives/edgar/data/769397/000119312505067261/0001193125-05-067261.txt,1
CMS,811156,07-02-2017,https://www.sec.gov/Archives/edgar/data/811156/000110465917006823/0001104659-17-006823.txt,1
HBAN,49196,22-02-2017,https://www.sec.gov/Archives/edgar/data/49196/000004919617000009/0000049196-17-000009.txt,1
JOY,801898,22-12-2011,https://www.sec.gov/Archives/edgar/data/801898/000114036111058698/0001140361-11-058698.txt,0
DTE,936340,10-02-2016,https://www.sec.gov/Archives/edgar/data/936340/000093634016000243/0000936340-16-000243.txt,1
HSP,1274057,14-02-2012,https://www.sec.gov/Archives/edgar/data/1274057/000104746912000943/0001047469-12-000943.txt,1
TMK,320335,15-03-2005,https://www.sec.gov/Archives/edgar/data/320335/000119312505051197/0001193125-05-051197.txt,0
PCG,1004980,11-02-2014,https://www.sec.gov/Archives/edgar/data/1004980/000100498014000023/0001004980-14-000023.txt,1
CVX,93410,23-02-2017,https://www.sec.gov/Archives/edgar/data/93410/000009341017000013/0000093410-17-000013.txt,1
JNPR,1043604,09-03-2007,https://www.sec.gov/Archives/edgar/data/1043604/000089161807000146/0000891618-07-000146.txt,1
GME,1326380,30-03-2011,https://www.sec.gov/Archives/edgar/data/1326380/000095012311030842/0000950123-11-030842.txt,1
R,85961,13-02-2015,https://www.sec.gov/Archives/edgar/data/85961/000008596115000012/0000085961-15-000012.txt,0
AN,350698,13-02-2014,https://www.sec.gov/Archives/edgar/data/350698/000035069814000018/0000350698-14-000018.txt,1
L,60086,24-02-2015,https://www.sec.gov/Archives/edgar/data/60086/000119312515058679/0001193125-15-058679.txt,0
EXC,1109357,09-02-2012,https://www.sec.gov/Archives/edgar/data/1109357/000119312512049043/0001193125-12-049043.txt,0
CL,21665,24-02-2011,https://www.sec.gov/Archives/edgar/data/21665/000114036111011883/0001140361-11-011883.txt,1
JPM,19617,23-02-2016,https://www.sec.gov/Archives/edgar/data/19617/000001961716000902/0000019617-16-000902.txt,1
TWX,1105705,23-02-2007,https://www.sec.gov/Archives/edgar/data/1105705/000095014407001550/0000950144-07-001550.txt,0
SBUX,829224,18-11-2011,https://www.sec.gov/Archives/edgar/data/829224/000119312511317175/0001193125-11-317175.txt,1
UTX,101829,14-02-2000,https://www.sec.gov/Archives/edgar/data/101829/0000101829-00-000002.txt,1
PBI,78814,01-04-1996,https://www.sec.gov/Archives/edgar/data/78814/0000078814-96-000002.txt,1
SBUX,829224,10-12-2004,https://www.sec.gov/Archives/edgar/data/829224/000095012404006165/0000950124-04-006165.txt,1
SBUX,829224,23-12-1999,https://www.sec.gov/Archives/edgar/data/829224/0000891020-99-002151.txt,0
CNP,1130310,16-03-2005,https://www.sec.gov/Archives/edgar/data/1130310/000095012905002466/0000950129-05-002466.txt,1
AN,350698,28-02-2008,https://www.sec.gov/Archives/edgar/data/350698/000095014408001449/0000950144-08-001449.txt,0
MSFT,789019,31-07-2008,https://www.sec.gov/Archives/edgar/data/789019/000119312508162768/0001193125-08-162768.txt,0
JWN,72333,23-03-1999,https://www.sec.gov/Archives/edgar/data/72333/0000072333-99-000004.txt,0
APC,773910,17-02-2017,https://www.sec.gov/Archives/edgar/data/773910/000077391017000020/0000773910-17-000020.txt,0
UNP,100885,18-03-1998,https://www.sec.gov/Archives/edgar/data/100885/0000950134-98-002114.txt,0
YUM,1041061,06-03-2000,https://www.sec.gov/Archives/edgar/data/1041061/0001041061-00-000007.txt,0
PRU,1137774,22-02-2013,https://www.sec.gov/Archives/edgar/data/1137774/000119312513071582/0001193125-13-071582.txt,1
SYK,310764,13-02-2014,https://www.sec.gov/Archives/edgar/data/310764/000031076414000021/0000310764-14-000021.txt,1
CAM,941548,25-02-2009,https://www.sec.gov/Archives/edgar/data/941548/000094154809000013/0000941548-09-000013.txt,1
PG,80424,09-09-2004,https://www.sec.gov/Archives/edgar/data/80424/000095015204006777/0000950152-04-006777.txt,1
PFG,1126328,16-02-2011,https://www.sec.gov/Archives/edgar/data/1126328/000104746911000974/0001047469-11-000974.txt,0
MRK,310158,29-03-2002,https://www.sec.gov/Archives/edgar/data/310158/000031015802000002/0000310158-02-000002.txt,0
RRC,315852,22-02-2012,https://www.sec.gov/Archives/edgar/data/315852/000119312512071388/0001193125-12-071388.txt,1
LB,701985,25-04-1994,https://www.sec.gov/Archives/edgar/data/701985/0000950109-94-000723.txt,1
CMS,811156,06-02-2014,https://www.sec.gov/Archives/edgar/data/811156/000110465914006974/0001104659-14-006974.txt,1
VTR,740260,22-02-2007,https://www.sec.gov/Archives/edgar/data/740260/000119312507036220/0001193125-07-036220.txt,1
SHW,89800,13-03-2001,https://www.sec.gov/Archives/edgar/data/89800/000095015201500336/0000950152-01-500336.txt,1
MAT,63276,24-03-2003,https://www.sec.gov/Archives/edgar/data/63276/000089843003002040/0000898430-03-002040.txt,1
EW,1099800,28-02-2014,https://www.sec.gov/Archives/edgar/data/1099800/000104746914001583/0001047469-14-001583.txt,1
MMM,66740,18-02-2000,https://www.sec.gov/Archives/edgar/data/66740/0000066740-00-000005.txt,1
VFC,103379,10-03-2004,https://www.sec.gov/Archives/edgar/data/103379/000089322004000378/0000893220-04-000378.txt,1
AIZ,1267238,19-02-2015,https://www.sec.gov/Archives/edgar/data/1267238/000119312515054288/0001193125-15-054288.txt,1
MMC,62709,15-03-2004,https://www.sec.gov/Archives/edgar/data/62709/000093041304001138/0000930413-04-001138.txt,0
SYMC,849399,24-05-2007,https://www.sec.gov/Archives/edgar/data/849399/000095013407012232/0000950134-07-012232.txt,0
BA,12927,08-02-2010,https://www.sec.gov/Archives/edgar/data/12927/000119312510024406/0001193125-10-024406.txt,1
MO,764180,16-03-1994,https://www.sec.gov/Archives/edgar/data/764180/0000950130-94-000396.txt,1
M,794367,16-04-1998,https://www.sec.gov/Archives/edgar/data/794367/0000950152-98-003305.txt,1
WFC,72971,24-02-2016,https://www.sec.gov/Archives/edgar/data/72971/000007297116001045/0000072971-16-001045.txt,1
MAC,912242,27-02-2009,https://www.sec.gov/Archives/edgar/data/912242/000104746909001981/0001047469-09-001981.txt,1
FRT,34903,17-02-2010,https://www.sec.gov/Archives/edgar/data/34903/000119312510033308/0001193125-10-033308.txt,1
AVY,8818,28-02-2011,https://www.sec.gov/Archives/edgar/data/8818/000095012311018967/0000950123-11-018967.txt,0
WU,1365135,27-02-2007,https://www.sec.gov/Archives/edgar/data/1365135/000119312507040314/0001193125-07-040314.txt,1
PNR,77360,05-03-2004,https://www.sec.gov/Archives/edgar/data/77360/000119312504035574/0001193125-04-035574.txt,0
EXPD,746515,27-02-2009,https://www.sec.gov/Archives/edgar/data/746515/000119312509040947/0001193125-09-040947.txt,1
FRT,34903,07-03-2005,https://www.sec.gov/Archives/edgar/data/34903/000119312505043736/0001193125-05-043736.txt,1
TWX,1105705,25-02-2016,https://www.sec.gov/Archives/edgar/data/1105705/000119312516477965/0001193125-16-477965.txt,1
INTC,50863,23-02-2009,https://www.sec.gov/Archives/edgar/data/50863/000089161809000047/0000891618-09-000047.txt,1
PBCT,1378946,29-02-2008,https://www.sec.gov/Archives/edgar/data/1378946/000119312508043707/0001193125-08-043707.txt,1
FISV,798354,20-02-2014,https://www.sec.gov/Archives/edgar/data/798354/000119312514060861/0001193125-14-060861.txt,1
M,794367,30-03-2011,https://www.sec.gov/Archives/edgar/data/794367/000119312511082813/0001193125-11-082813.txt,1
SRE,1032208,26-02-2013,https://www.sec.gov/Archives/edgar/data/1032208/000008652113000014/0000086521-13-000014.txt,1
MSFT,789019,30-07-2010,https://www.sec.gov/Archives/edgar/data/789019/000119312510171791/0001193125-10-171791.txt,0
MHK,851968,27-02-2015,https://www.sec.gov/Archives/edgar/data/851968/000085196815000022/0000851968-15-000022.txt,1
LB,701985,26-03-2010,https://www.sec.gov/Archives/edgar/data/701985/000119312510068571/0001193125-10-068571.txt,1
MRK,310158,02-03-2000,https://www.sec.gov/Archives/edgar/data/310158/0000310158-00-000001.txt,1
SHW,89800,25-02-2015,https://www.sec.gov/Archives/edgar/data/89800/000008980015000004/0000089800-15-000004.txt,0
MTB,36270,16-03-1998,https://www.sec.gov/Archives/edgar/data/36270/0001047469-98-010018.txt,1
DE,315189,19-12-2011,https://www.sec.gov/Archives/edgar/data/315189/000110465911070023/0001104659-11-070023.txt,0
ADSK,769397,28-04-1998,https://www.sec.gov/Archives/edgar/data/769397/0000929624-98-000825.txt,1
